game_id,date,home_team,away_team,score,away_fow,away_pim,away_pp_goals,away_pp_opps,away_score,away_shots,home_fow,home_pim,home_pp_goals,home_pp_opps,home_score,home_shots,is_overtime,is_shootout,ot_score,period_scores,spectators,venue
20261105000221,2025-12-19,Genève-Servette HC,SCL Tigers,1:4,22,6,0,1,4,23,32,2,0,3,1,34,0,0,,0:2 | 0:0 | 1:2,6043,Les Vernets
20261105000222,2025-12-19,EHC Kloten,SC Rapperswil-Jona Lakers,5:2,22,4,0,5,2,43,30,10,2,2,5,20,0,0,,3:0 | 0:1 | 2:1,5035,SWISS Arena
20261105000223,2025-12-17,ZSC Lions,HC Lugano,5:3,24,4,1,4,3,27,31,8,0,2,5,32,0,0,,2:1 | 0:1 | 3:1,11195,Swiss Life Arena
20261105000224,2025-12-19,EV Zug,EHC Biel-Bienne,4:0,20,2,0,1,0,34,30,2,0,1,4,28,0,0,,0:0 | 1:0 | 3:0,7246,OYM hall
20261105000225,2025-12-20,EHC Biel-Bienne,Genève-Servette HC,3:2,27,2,0,3,2,23,22,6,1,1,3,29,0,0,,2:1 | 0:0 | 1:1,6365,Tissot Arena
20261105000226,2025-11-25,HC Davos,HC Ajoie,8:0,19,0,0,1,0,30,26,2,0,0,8,28,0,0,,2:0 | 4:0 | 2:0,3904,zondacrypto-Arena
20261105000227,2025-12-20,Fribourg-Gottéron,ZSC Lions,4:2,20,6,0,3,2,24,35,6,1,3,4,25,0,0,,1:2 | 0:0 | 3:0,9372,BCF Arena
20261105000228,2025-12-07,HC Lugano,SC Bern,3:1,19,10,0,3,1,26,30,6,3,5,3,34,0,0,,1:0 | 1:1 | 1:0,5703,Cornèr Arena
20261105000229,2025-12-20,Lausanne HC,HC Ambri-Piotta,5:1,24,18,0,0,1,23,33,12,1,3,5,38,0,0,,1:0 | 2:0 | 2:1,9600,Vaudoise Aréna
20261105000230,2025-12-20,SC Rapperswil-Jona Lakers,EV Zug,4:2,22,4,0,2,2,16,28,4,1,2,4,35,0,0,,0:2 | 1:0 | 3:0,5940,St.Galler Kantonalbank Arena
20261105000231,2025-12-20,SCL Tigers,EHC Kloten,4:3,23,4,1,4,3,28,30,8,0,1,4,21,1,0,1:0,1:1 | 2:0 | 0:2,6000,emmental versicherung arena
20261105000232,2025-12-23,HC Ambri-Piotta,HC Ajoie,2:5,45,10,1,2,5,20,33,4,2,5,2,42,0,0,,1:2 | 1:1 | 0:2,6775,Gottardo Arena
20261105000233,2025-12-23,SC Bern,SCRJ Lakers,3:2,19,8,1,4,2,28,35,10,0,3,3,44,1,1,0:0,0:2 | 1:0 | 1:0,15876,PostFinance Arena
20261105000234,2025-12-23,Genève-Servette HC,Lausanne HC,7:3,33,41,0,4,3,32,41,18,3,6,7,35,0,0,,2:1 | 4:2 | 1:0,7135,Les Vernets
20261105000235,2025-12-23,EHC Kloten,Fribourg-Gottéron,4:3,22,6,0,2,3,39,25,8,0,1,4,27,0,0,,3:0 | 0:1 | 1:2,6158,SWISS Arena
20261105000236,2025-12-23,SCL Tigers,HC Lugano,2:4,22,4,1,3,4,40,30,6,0,2,2,28,0,0,,1:1 | 1:2 | 0:1,6000,emmental versicherung arena
20261105000237,2025-12-23,ZSC Lions,EHC Biel-Bienne,4:2,24,41,0,3,2,23,36,16,3,7,4,34,0,0,,1:0 | 0:1 | 3:1,12000,Swiss Life Arena
20261105000238,2025-12-23,EV Zug,HC Davos,3:2,25,6,0,2,2,25,22,4,1,3,3,30,1,1,0:0,1:1 | 1:0 | 0:1,7450,OYM hall
20261105000239,2026-01-02,HC Ajoie,SC Bern,3:4,25,2,0,0,4,35,21,2,0,0,3,23,0,0,,0:0 | 2:1 | 1:3,5276,Raiffeisen Arena
20261105000240,2026-01-02,HC Ambri-Piotta,SCL Tigers,0:3,25,4,0,3,3,39,18,8,0,1,0,22,0,0,,0:1 | 0:0 | 0:2,6447,Gottardo Arena
20261105000241,2026-01-02,EHC Biel-Bienne,HC Lugano,3:1,27,10,1,4,1,31,28,8,1,6,3,30,0,0,,1:1 | 1:0 | 1:0,6556,Tissot Arena
20261105000242,2025-12-03,Fribourg-Gottéron,SCRJ Lakers,2:4,26,0,0,2,4,36,38,4,0,0,2,29,0,0,,0:1 | 0:1 | 2:2,9372,BCF Arena
20261105000243,2026-01-02,Genève-Servette HC,ZSC Lions,5:3,27,4,0,1,3,18,22,2,1,2,5,25,0,0,,2:0 | 1:2 | 2:1,6696,Les Vernets
20261105000244,2026-01-02,EHC Kloten,HC Davos,4:1,29,8,1,3,1,34,27,6,2,4,4,31,0,0,,0:0 | 2:1 | 2:0,7161,SWISS Arena
20261105000245,2026-01-02,Lausanne HC,EV Zug,7:0,18,8,0,1,0,20,29,2,0,4,7,35,0,0,,0:0 | 6:0 | 1:0,9600,Vaudoise Aréna
20261105000246,2026-01-03,SC Bern,Genève-Servette HC,0:3,18,10,0,1,3,25,25,4,0,4,0,39,0,0,,0:0 | 0:2 | 0:1,17001,PostFinance Arena
20261105000247,2026-01-03,HC Davos,HC Ambri-Piotta,7:3,24,4,0,4,3,31,28,8,1,2,7,34,0,0,,1:0 | 2:1 | 4:2,6547,zondacrypto-Arena
20261105000248,2026-01-03,HC Lugano,Fribourg-Gottéron,3:2,27,10,1,1,2,23,23,4,1,4,3,19,0,0,,2:1 | 1:1 | 0:0,6422,Cornèr Arena
20261105000249,2026-01-03,SCRJ Lakers,HC Ajoie,2:1,29,31,0,3,1,24,29,31,1,3,2,38,1,0,1:0,1:1 | 0:0 | 0:0,5026,St.Galler Kantonalbank Arena
20261105000250,2026-01-03,SCL Tigers,EHC Biel-Bienne,4:0,25,12,0,1,0,21,23,2,2,6,4,29,0,0,,2:0 | 1:0 | 1:0,6000,emmental versicherung arena
20261105000251,2026-01-03,ZSC Lions,Lausanne HC,3:2,24,0,0,2,2,32,18,4,0,0,3,30,0,0,,1:1 | 1:1 | 1:0,12000,Swiss Life Arena
20261105000252,2026-01-03,EV Zug,EHC Kloten,1:2,18,4,0,0,2,23,21,2,0,1,1,29,1,0,0:1,0:0 | 1:1 | 0:0,7450,OYM hall
20261105000253,2026-01-06,HC Ajoie,ZSC Lions,3:5,35,2,2,3,5,29,23,6,0,1,3,25,0,0,,0:4 | 2:0 | 1:1,3551,Raiffeisen Arena
20261105000254,2026-01-06,HC Ambri-Piotta,EV Zug,4:0,32,10,0,3,0,28,24,6,0,5,4,27,0,0,,0:0 | 1:0 | 3:0,6185,Gottardo Arena
20261105000255,2026-01-06,EHC Biel-Bienne,HC Davos,4:3,30,14,1,4,3,27,19,10,1,6,4,46,1,1,0:0,0:1 | 1:0 | 2:2,5844,Tissot Arena
20261105000256,2026-01-06,Fribourg-Gottéron,SCL Tigers,4:3,28,6,2,6,3,27,39,10,0,3,4,44,1,1,0:0,0:1 | 1:0 | 2:2,9372,BCF Arena
20261105000257,2026-01-06,Genève-Servette HC,SCRJ Lakers,3:1,21,6,1,3,1,29,34,8,0,2,3,38,0,0,,0:0 | 0:0 | 3:1,5513,Les Vernets
20261105000258,2026-01-06,EHC Kloten,SC Bern,2:3,21,4,0,1,3,25,23,2,1,2,2,33,0,0,,0:1 | 1:2 | 1:0,4218,SWISS Arena
20261105000259,2026-01-07,Lausanne HC,HC Lugano,2:5,27,12,2,3,5,44,28,10,1,4,2,42,0,0,,0:0 | 1:2 | 1:3,9246,Vaudoise Aréna
20261105000260,2026-01-09,HC Ajoie,EHC Biel-Bienne,1:2,25,6,0,2,2,32,23,4,1,3,1,19,0,0,,0:0 | 1:2 | 0:0,5021,Raiffeisen Arena
20261105000261,2026-01-09,SC Bern,HC Ambri-Piotta,0:1,31,6,0,2,1,22,29,4,0,3,0,44,1,1,0:0,0:0 | 0:0 | 0:0,15087,PostFinance Arena
20261105000262,2026-01-09,HC Davos,Lausanne HC,5:1,27,4,0,2,1,26,25,7,0,2,5,41,0,0,,1:0 | 1:0 | 3:1,6547,zondacrypto-Arena
20261105000263,2026-01-08,Fribourg-Gottéron,EV Zug,3:2,23,12,1,6,2,17,32,14,0,4,3,41,1,1,0:0,0:1 | 1:1 | 1:0,9372,BCF Arena
20261105000264,2026-01-08,Genève-Servette HC,HC Lugano,2:1,25,4,0,3,1,28,23,26,0,2,2,24,1,0,1:0,0:0 | 0:1 | 1:0,6023,Les Vernets
20261105000265,2026-01-08,SCRJ Lakers,SCL Tigers,2:1,26,12,0,5,1,32,30,33,0,5,2,39,0,0,,0:1 | 0:0 | 2:0,4291,St.Galler Kantonalbank Arena
20261105000266,2026-01-11,ZSC Lions,EHC Kloten,1:0,27,4,0,3,0,39,14,6,0,2,1,24,0,0,,0:0 | 0:0 | 1:0,12000,Swiss Life Arena
20261105000267,2026-01-10,HC Ambri-Piotta,SCRJ Lakers,4:3,24,8,0,4,3,37,35,8,0,4,4,29,1,0,1:0,1:1 | 1:2 | 1:0,6553,Gottardo Arena
20261105000268,2026-01-10,EHC Biel-Bienne,SC Bern,1:2,19,2,0,1,2,27,28,2,0,1,1,26,0,0,,0:1 | 0:1 | 1:0,6556,Tissot Arena
20261105000269,2026-01-10,EHC Kloten,Genève-Servette HC,1:3,22,27,1,4,3,32,33,8,0,2,1,25,0,0,,0:1 | 1:1 | 0:1,4441,SWISS Arena
20261105000270,2025-12-22,HC Lugano,HC Ajoie,6:1,28,6,0,2,1,18,28,4,1,2,6,35,0,0,,1:1 | 4:0 | 1:0,6292,Cornèr Arena
20261105000271,2026-01-10,Lausanne HC,Fribourg-Gottéron,0:4,27,6,1,3,4,23,17,6,0,3,0,19,0,0,,0:1 | 0:0 | 0:3,9600,Vaudoise Aréna
20261105000272,2026-01-10,SCL Tigers,HC Davos,3:1,34,6,0,1,1,33,28,2,1,1,3,24,0,0,,1:0 | 1:1 | 1:0,6000,emmental versicherung arena
20261105000273,2026-01-10,EV Zug,ZSC Lions,2:3,28,2,1,4,3,35,28,8,0,1,2,19,1,0,0:1,1:1 | 0:0 | 1:1,7450,OYM hall
20261105000274,2026-01-16,SC Bern,HC Lugano,1:4,23,2,0,0,4,20,13,0,1,1,1,33,0,0,,0:2 | 0:1 | 1:1,14854,PostFinance Arena
20261105000275,2026-01-15,EHC Biel-Bienne,HC Ambri-Piotta,3:2,32,8,0,1,2,35,23,2,1,4,3,33,1,0,1:0,1:0 | 1:1 | 0:1,5817,Tissot Arena
20261105000276,2026-02-01,HC Davos,Fribourg-Gottéron,5:2,20,6,2,2,2,30,28,6,1,2,5,27,0,0,,2:1 | 1:0 | 2:1,6547,zondacrypto-Arena
20261105000277,2026-01-16,EHC Kloten,Lausanne HC,2:3,20,10,0,1,3,32,30,2,1,5,2,25,1,0,0:1,0:0 | 1:1 | 1:1,4467,SWISS Arena
20261105000278,2026-01-16,SC Rapperswil-Jona Lakers,ZSC Lions,1:3,28,2,1,2,3,33,36,6,0,0,1,30,0,0,,0:1 | 0:0 | 1:2,6100,St.Galler Kantonalbank Arena
20261105000279,2026-01-16,SCL Tigers,Genève-Servette HC,3:0,36,4,0,2,0,41,32,4,1,2,3,37,0,0,,0:0 | 1:0 | 2:0,5820,emmental versicherung arena
20261105000280,2026-01-16,EV Zug,HC Ajoie,2:4,38,2,1,3,4,30,20,6,0,1,2,31,0,0,,1:0 | 1:3 | 0:1,7251,OYM hall
20261105000281,2026-01-17,HC Ajoie,HC Davos,2:5,27,8,1,2,5,39,26,4,2,4,2,28,0,0,,0:0 | 1:2 | 1:3,4391,Raiffeisen Arena
20261105000282,2026-01-17,HC Ambri-Piotta,EHC Kloten,2:5,36,9,1,3,5,33,30,6,1,4,2,34,0,0,,2:2 | 0:2 | 0:1,6495,Gottardo Arena
20261105000283,2026-01-17,Fribourg-Gottéron,EHC Biel-Bienne,6:1,29,6,0,2,1,28,27,4,1,3,6,25,0,0,,2:0 | 0:1 | 4:0,9372,BCF Arena
20261105000284,2026-01-17,Genève-Servette HC,EV Zug,4:1,28,8,1,3,1,22,28,6,2,4,4,33,0,0,,1:0 | 3:1 | 0:0,7135,Les Vernets
20261105000285,2026-01-18,HC Lugano,SCL Tigers,4:3,26,25,0,1,3,30,20,27,0,0,4,40,1,1,0:0,1:0 | 1:1 | 1:2,6233,Cornèr Arena
20261105000286,2026-01-18,Lausanne HC,SCRJ Lakers,3:4,29,10,1,3,4,33,27,8,1,4,3,24,1,0,0:1,0:0 | 2:2 | 1:1,9600,Vaudoise Aréna
20261105000287,2026-01-17,ZSC Lions,SC Bern,3:4,20,10,0,1,4,25,29,8,2,2,3,37,1,0,0:1,0:1 | 1:1 | 2:1,12000,Swiss Life Arena
20261105000288,2026-01-23,HC Ambri-Piotta,ZSC Lions,2:4,33,8,0,1,4,26,31,4,1,3,2,30,0,0,,1:1 | 1:0 | 0:3,6500,Gottardo Arena
20261105000289,2025-12-03,HC Davos,Genève-Servette HC,6:2,28,27,0,2,2,38,35,4,2,4,6,36,0,0,,2:1 | 3:0 | 1:1,4554,zondacrypto-Arena
20261105000290,2026-01-23,Fribourg-Gottéron,HC Lugano,3:2,23,4,0,2,2,19,25,4,0,2,3,27,1,1,0:0,1:0 | 0:1 | 1:1,9372,BCF Arena
20261105000291,2026-01-23,EHC Kloten,EV Zug,1:2,22,6,1,2,2,29,32,4,0,3,1,30,0,0,,0:0 | 0:0 | 1:2,5031,SWISS Arena
20261105000292,2026-01-23,Lausanne HC,EHC Biel-Bienne,2:1,19,10,0,2,1,26,39,4,1,6,2,40,1,0,1:0,0:1 | 1:0 | 0:0,9600,Vaudoise Aréna
20261105000293,2026-01-23,SCRJ Lakers,SC Bern,0:2,20,6,1,3,2,37,17,6,0,3,0,33,0,0,,0:0 | 0:1 | 0:1,5560,St.Galler Kantonalbank Arena
20261105000294,2026-01-23,SCL Tigers,HC Ajoie,2:3,24,6,0,0,3,28,23,0,1,3,2,41,1,0,0:1,0:0 | 2:1 | 0:1,5905,emmental versicherung arena
20261105000295,2026-01-24,HC Ajoie,EHC Kloten,4:2,27,6,0,1,2,39,17,2,0,3,4,16,0,0,,3:1 | 0:1 | 1:0,4422,Raiffeisen Arena
20261105000296,2026-01-24,SC Bern,Lausanne HC,3:1,25,8,0,2,1,24,27,4,0,4,3,31,0,0,,0:0 | 2:1 | 1:0,16501,PostFinance Arena
20261105000297,2026-01-24,EHC Biel-Bienne,SCRJ Lakers,5:4,37,31,1,4,4,34,23,10,2,4,5,36,0,0,,2:1 | 1:2 | 2:1,6033,Tissot Arena
20261105000298,2026-01-26,Genève-Servette HC,HC Ambri-Piotta,3:4,22,6,1,3,4,25,35,8,0,2,3,39,1,0,0:1,0:0 | 2:1 | 1:2,5938,Les Vernets
20261105000299,2026-01-24,HC Lugano,HC Davos,1:4,27,4,0,1,4,32,23,2,0,2,1,18,0,0,,0:0 | 0:2 | 1:2,6614,Cornèr Arena
20261105000300,2026-01-24,ZSC Lions,Fribourg-Gottéron,3:4,24,6,0,2,4,28,36,6,0,2,3,34,1,1,0:0,0:2 | 2:0 | 1:1,12000,Swiss Life Arena
20261105000301,2026-01-24,EV Zug,SCL Tigers,3:1,31,6,1,5,1,34,28,10,0,3,3,37,0,0,,1:0 | 0:1 | 2:0,7429,OYM hall
20261105000302,2026-01-27,EHC Biel-Bienne,HC Ajoie,6:3,29,6,1,2,3,12,15,6,0,2,6,29,0,0,,2:0 | 1:1 | 3:2,6131,Tissot Arena
20261105000303,2026-01-27,HC Davos,EV Zug,4:1,25,33,0,4,1,22,29,33,1,4,4,28,0,0,,2:0 | 0:0 | 2:1,6076,zondacrypto-Arena
20261105000304,2026-01-27,Fribourg-Gottéron,HC Ambri-Piotta,4:3,29,4,1,4,3,19,22,29,0,2,4,30,1,0,1:0,1:0 | 1:3 | 1:0,9372,BCF Arena
20261105000305,2026-01-27,EHC Kloten,ZSC Lions,2:4,42,8,0,3,4,33,19,8,1,3,2,29,0,0,,0:1 | 0:1 | 2:2,6296,SWISS Arena
20261105000306,2026-01-27,HC Lugano,SC Rapperswil-Jona Lakers,7:3,29,34,0,2,3,31,28,4,2,7,7,46,0,0,,3:0 | 0:3 | 4:0,5072,Cornèr Arena
20261105000307,2026-01-14,Lausanne HC,Genève-Servette HC,0:3,25,2,0,0,3,25,28,2,0,0,0,40,0,0,,0:0 | 0:2 | 0:1,9600,Vaudoise Aréna
20261105000308,2026-01-27,SCL Tigers,SC Bern,3:4,27,4,1,3,4,37,26,8,1,1,3,26,1,0,0:1,1:0 | 1:3 | 1:0,6000,emmental versicherung arena
20261105000309,2026-01-29,HC Ambri-Piotta,HC Lugano,3:2,31,2,0,2,2,36,27,6,0,0,3,33,0,0,,1:1 | 1:0 | 1:1,6775,Gottardo Arena
20261105000310,2026-02-01,SC Bern,HC Ajoie,5:0,31,8,0,2,0,22,16,6,2,3,5,32,0,0,,1:0 | 2:0 | 2:0,17031,PostFinance Arena
20261105000311,2026-01-29,Genève-Servette HC,Fribourg-Gottéron,3:5,30,14,0,3,5,21,27,12,0,3,3,32,0,0,,1:4 | 0:0 | 2:1,7135,Les Vernets
20261105000312,2026-02-01,EHC Kloten,EHC Biel-Bienne,3:2,23,10,0,1,2,28,33,4,1,4,3,27,1,0,1:0,0:0 | 0:1 | 2:1,6189,SWISS Arena
20261105000313,2025-11-26,Lausanne HC,SCL Tigers,6:4,30,4,3,4,4,37,23,10,1,1,6,26,0,0,,1:0 | 3:1 | 2:3,9600,Vaudoise Aréna
20261105000314,2026-01-29,SCRJ Lakers,HC Davos,3:4,26,8,2,2,4,45,31,4,1,4,3,31,0,0,,1:0 | 0:2 | 2:2,6025,St.Galler Kantonalbank Arena
20261105000315,2026-01-31,ZSC Lions,EV Zug,2:4,26,2,0,2,4,33,28,4,0,1,2,35,0,0,,0:0 | 0:1 | 2:3,12000,Swiss Life Arena
20261105000316,2026-01-30,HC Ajoie,SCRJ Lakers,2:5,22,6,0,2,5,30,30,4,0,3,2,27,0,0,,0:2 | 0:1 | 2:2,4153,Raiffeisen Arena
20261105000317,2026-01-30,EHC Biel-Bienne,ZSC Lions,1:5,32,6,3,4,5,31,26,8,0,3,1,25,0,0,,1:1 | 0:2 | 0:2,6382,Tissot Arena
20261105000318,2026-01-30,HC Davos,SC Bern,2:1,25,8,0,4,1,23,28,33,1,4,2,33,0,0,,0:0 | 2:1 | 0:0,6547,zondacrypto-Arena
20261105000319,2026-01-30,Fribourg-Gottéron,EHC Kloten,3:2,25,10,0,3,2,23,27,6,0,5,3,27,1,0,1:0,1:0 | 0:1 | 1:1,9372,BCF Arena
20261105000320,2026-01-31,HC Lugano,Genève-Servette HC,5:1,33,6,0,2,1,25,21,4,2,3,5,24,0,0,,1:0 | 0:1 | 4:0,5602,Cornèr Arena
20261105000321,2026-01-31,SCL Tigers,HC Ambri-Piotta,6:3,29,6,0,2,3,30,30,6,2,3,6,33,0,0,,0:0 | 2:1 | 4:2,6000,emmental versicherung arena
20261105000322,2026-01-30,EV Zug,Lausanne HC,1:4,20,8,0,2,4,20,34,4,1,4,1,29,0,0,,0:1 | 0:1 | 1:2,7371,OYM hall
20261105000323,2026-02-24,HC Ambri-Piotta,Lausanne HC,3:2,25,4,0,2,2,29,20,26,1,1,3,20,1,0,1:0,0:2 | 2:0 | 0:0,6093,Gottardo Arena
20261105000324,2026-02-24,SC Bern,EHC Kloten,1:2,24,6,0,1,2,21,24,2,0,3,1,25,1,0,0:1,1:0 | 0:0 | 0:1,14789,PostFinance Arena
20261105000325,2026-02-24,HC Davos,SCL Tigers,4:3,29,6,1,3,3,22,31,6,1,3,4,37,0,0,,1:0 | 1:3 | 2:0,6130,zondacrypto-Arena
20261105000326,2026-02-24,HC Lugano,EHC Biel-Bienne,3:4,33,6,0,2,4,27,22,6,0,2,3,33,1,1,0:0,2:1 | 0:2 | 1:0,4922,Cornèr Arena
20261105000327,2026-02-24,SCRJ Lakers,Genève-Servette HC,4:1,42,6,0,3,1,29,38,6,0,3,4,31,0,0,,1:1 | 1:0 | 2:0,4086,St.Galler Kantonalbank Arena
20261105000328,2026-02-24,ZSC Lions,HC Ajoie,2:1,22,6,1,7,1,26,26,14,0,3,2,22,0,0,,1:0 | 1:1 | 0:0,11263,Swiss Life Arena
20261105000329,2026-02-24,EV Zug,Fribourg-Gottéron,1:3,31,6,1,3,3,35,26,6,0,3,1,25,0,0,,0:1 | 1:0 | 0:2,7194,OYM hall
20261105000330,2026-02-27,HC Ajoie,HC Lugano,0:1,29,2,0,3,1,38,29,6,0,1,0,19,0,0,,0:0 | 0:1 | 0:0,4235,Raiffeisen Arena
20261105000331,2026-02-27,HC Ambri-Piotta,HC Davos,2:5,20,2,0,1,5,36,28,2,0,1,2,19,0,0,,1:1 | 0:2 | 1:2,6765,Gottardo Arena
20261105000332,2026-02-27,EHC Biel-Bienne,EV Zug,2:3,26,8,1,5,3,27,28,12,0,3,2,33,0,0,,1:0 | 0:1 | 1:2,6497,Tissot Arena
20261105000333,2026-02-27,Genève-Servette HC,SC Bern,4:3,35,8,2,3,3,26,24,6,1,4,4,31,1,0,1:0,2:1 | 1:2 | 0:0,7135,Les Vernets
20261105000334,2026-02-27,EHC Kloten,SCL Tigers,3:1,30,10,0,3,1,23,29,6,2,5,3,37,0,0,,1:0 | 0:1 | 2:0,5168,SWISS Arena
20261105000335,2026-02-27,Lausanne HC,ZSC Lions,3:4,37,16,3,4,4,20,37,10,0,2,3,40,1,1,0:0,0:1 | 0:0 | 3:2,9600,Vaudoise Aréna
20261105000336,2026-02-27,SCRJ Lakers,Fribourg-Gottéron,2:3,30,10,0,4,3,25,24,10,1,4,2,23,0,0,,1:0 | 1:1 | 0:2,5515,St.Galler Kantonalbank Arena
20261105000337,2026-02-28,SC Bern,EHC Biel-Bienne,2:3,31,10,0,1,3,25,29,4,0,4,2,39,0,0,,2:2 | 0:0 | 0:1,16806,PostFinance Arena
20261105000338,2026-02-28,HC Davos,EHC Kloten,0:2,30,6,1,3,2,20,22,29,0,2,0,24,0,0,,0:1 | 0:1 | 0:0,6547,zondacrypto-Arena
20261105000339,2025-12-17,Fribourg-Gottéron,HC Ajoie,4:2,13,2,0,1,2,18,29,2,1,1,4,29,0,0,,2:0 | 2:1 | 0:1,9372,BCF Arena
20261105000340,2026-02-28,HC Lugano,Lausanne HC,1:4,24,8,0,3,4,29,20,6,0,4,1,26,0,0,,0:2 | 0:1 | 1:1,5725,Cornèr Arena
20261105000341,2026-02-28,SCL Tigers,SCRJ Lakers,3:4,24,31,0,3,4,20,35,8,1,4,3,34,0,0,,0:1 | 1:2 | 2:1,6000,emmental versicherung arena
20261105000342,2026-02-28,ZSC Lions,Genève-Servette HC,2:3,24,2,2,2,3,22,24,4,0,1,2,22,0,0,,2:1 | 0:1 | 0:1,12000,Swiss Life Arena
20261105000343,2026-02-28,EV Zug,HC Ambri-Piotta,4:1,25,0,0,0,1,21,28,0,0,0,4,23,0,0,,0:0 | 2:1 | 2:0,7450,OYM hall
20261105000344,2026-03-05,HC Ajoie,HC Ambri-Piotta,2:3,34,12,0,1,3,21,27,8,0,3,2,37,1,1,0:0,0:1 | 1:1 | 1:0,3913,Raiffeisen Arena
20261105000345,2026-03-05,SC Bern,EV Zug,2:1,28,6,1,3,1,29,30,6,0,3,2,25,1,1,0:0,0:1 | 1:0 | 0:0,15553,PostFinance Arena
20261105000346,2026-03-05,Genève-Servette HC,EHC Biel-Bienne,5:3,28,6,0,5,3,29,23,10,0,2,5,21,0,0,,2:1 | 2:1 | 1:1,7135,Les Vernets
20261105000347,2026-03-05,HC Lugano,ZSC Lions,1:4,21,8,0,0,4,25,28,2,0,3,1,27,0,0,,0:1 | 1:2 | 0:1,5640,Cornèr Arena
20261105000348,2026-03-05,Lausanne HC,HC Davos,2:6,24,4,2,2,6,25,36,4,0,2,2,45,0,0,,1:1 | 1:2 | 0:3,9600,Vaudoise Aréna
20261105000349,2026-03-05,SC Rapperswil-Jona Lakers,EHC Kloten,6:4,33,8,2,3,4,40,24,8,2,3,6,34,0,0,,0:1 | 3:1 | 3:2,4995,St.Galler Kantonalbank Arena
20261105000350,2026-03-05,SCL Tigers,Fribourg-Gottéron,3:4,29,16,3,6,4,28,29,12,1,8,3,30,0,0,,0:2 | 2:0 | 1:2,6000,emmental versicherung arena
20261105000351,2026-03-07,HC Ajoie,Genève-Servette HC,2:6,30,8,0,2,6,47,21,6,1,3,2,21,0,0,,1:2 | 1:4 | 0:0,4275,Raiffeisen Arena
20261105000352,2026-03-07,HC Ambri-Piotta,SC Bern,4:1,21,4,0,3,1,17,22,29,0,2,4,20,0,0,,1:0 | 1:1 | 2:0,6775,Gottardo Arena
20261105000353,2026-03-07,EHC Biel-Bienne,SCL Tigers,5:1,32,14,1,4,1,28,25,12,2,5,5,37,0,0,,0:1 | 2:0 | 3:0,6556,Tissot Arena
20261105000354,2026-03-07,Fribourg-Gottéron,Lausanne HC,3:4,27,6,1,2,4,31,32,4,0,3,3,30,0,0,,1:2 | 1:2 | 1:0,9372,BCF Arena
20261105000355,2026-03-07,EHC Kloten,HC Lugano,2:1,26,6,0,2,1,30,30,4,0,3,2,29,1,0,1:0,0:1 | 0:0 | 1:0,6404,SWISS Arena
20261105000356,2026-03-07,ZSC Lions,HC Davos,1:2,25,8,0,1,2,30,28,4,0,5,1,36,0,0,,0:2 | 1:0 | 0:0,12000,Swiss Life Arena
20261105000357,2026-03-07,EV Zug,SCRJ Lakers,2:3,31,10,2,4,3,39,32,8,1,4,2,29,1,0,0:1,0:0 | 0:2 | 2:0,7450,OYM hall
20261105000358,2026-03-09,SC Bern,Fribourg-Gottéron,3:4,24,6,2,4,4,20,22,8,1,3,3,48,0,0,,0:2 | 2:0 | 1:2,16471,PostFinance Arena
20261105000359,2026-03-09,HC Davos,EHC Biel-Bienne,5:2,21,4,0,1,2,40,31,2,1,2,5,27,0,0,,2:0 | 2:0 | 1:2,4656,zondacrypto-Arena
20261105000360,2026-03-09,Genève-Servette HC,EHC Kloten,7:0,25,10,0,3,0,23,20,6,1,5,7,28,0,0,,2:0 | 3:0 | 2:0,6342,Les Vernets
20261105000361,2026-03-09,HC Lugano,EV Zug,4:1,26,8,0,3,1,26,28,8,0,3,4,29,0,0,,2:0 | 0:0 | 2:1,5941,Cornèr Arena
20261105000362,2026-03-09,Lausanne HC,HC Ajoie,2:3,29,6,1,2,3,17,19,27,1,2,2,37,1,1,0:0,0:0 | 2:2 | 0:0,9600,Vaudoise Aréna
20261105000363,2026-03-09,SCRJ Lakers,HC Ambri-Piotta,6:2,26,8,0,5,2,30,25,10,1,4,6,29,0,0,,2:1 | 0:0 | 4:1,4562,St.Galler Kantonalbank Arena
20261105000364,2026-03-09,SCL Tigers,ZSC Lions,0:2,21,8,0,2,2,24,34,4,0,4,0,32,0,0,,0:0 | 0:2 | 0:0,5416,emmental versicherung arena
20261105000367,2026-03-12,EV Zug,SCRJ Lakers,5:2,35,10,1,3,2,28,34,10,0,5,5,36,0,0,,0:0 | 2:2 | 3:0,6887,OYM hall
20261105000368,2026-03-14,SCRJ Lakers,EV Zug,2:1,33,0,0,1,1,22,17,2,0,0,2,24,0,0,,0:1 | 1:0 | 1:0,6019,St.Galler Kantonalbank Arena
20261105000369,2026-03-12,EHC Biel-Bienne,SC Bern,4:3,26,10,1,4,3,39,28,8,2,6,4,24,0,0,,1:1 | 2:0 | 1:2,6556,Tissot Arena
20261105000370,2026-03-14,SC Bern,EHC Biel-Bienne,4:0,22,10,0,4,0,20,25,12,0,3,4,25,0,0,,0:0 | 2:0 | 2:0,16243,PostFinance Arena
20261105000371,2026-03-16,SC Bern,SCRJ Lakers,1:2,34,6,0,3,2,21,33,6,0,1,1,32,0,0,,1:2 | 0:0 | 0:0,13965,PostFinance Arena
